"","Ticker","Company","Market_capital","Market_share","Sector","Analyst_advice","News_Sentiment","News_Score","Media_Buzz","Media_Score","HedgeFund_Sentiment","HedgeFund_Score","Investor_Sentiment","Investor_Score"
"4681","MUX","McEwen Mining",409656600,"Small","Materials","Moderate Buy","Hold",0.5,"Hold",0.4,"Neutral",0.5,"ModerateSell",0.36
"4682","NEN","New England Realty Associates Partnershi",408916700,"Small","Financial",NA,"Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.5
"4683","PCOFF","Pico Far East Holdings",408543300,"Small","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4684","EOPSF","Electro Optic Systems Holdings",408526200,"Small","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4685","HIFS","Hingham Institution For Savings",408209100,"Small","Financial",NA,"Hold",0.5,"Hold",0.5,NA,NA,"Hold",0.5
"4686","REDU","RISE Education Cayman",408208700,"Small","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4687","GMHLF","GAM Holding AG",407541000,"Small","Financial",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,NA,NA
"4688","TCRR","TCR2 Therapeutics",407376300,"Small","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"4689","TSIOF","361 Degrees International",407317200,"Small","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4690","CAMT","Camtek",407198400,"Small","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.46
"4691","PXGYF","PAX Global Technology",407070300,"Small","Technology",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4692","AGS","Playags",406814900,"Small","Services","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.55
"4693","SARDF","Sanford",406751500,"Small","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4694","NUVSF","NuVista Energy",405853200,"Small","Materials","Strong Buy","Hold",0.5,"Hold",0.5,NA,NA,"Hold",0.5
"4695","CCORF","Canaccord Genuity",405326100,"Small","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.47
"4696","AHOTF","AMERICAN HOTEL",404677100,"Small","Financial","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4697","CODEF","Codere SA",404348500,"Small","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4698","HRTG","Heritage Insurance Holdings",404325900,"Small","Financial","Moderate Sell","Hold",0.5,"Hold",0.5,"Neutral",0.5458,NA,NA
"4699","STRL","Sterling Construction",403865800,"Small","Industrial Goods","Moderate Buy","StrongBuy",1,"ModerateSell",0.3333,"Neutral",0.5,"Hold",0.45
"4700","BSTC","Biospecifics Technologies",403645000,"Small","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4701","AFCJF","AFC Ajax",403332600,"Small","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4702","RFNDF","Rural Funds Group",403032000,"Small","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4703","SCU","Sculptor Capital Management",402890800,"Small","Financial","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.0161,"Hold",0.48
"4704","RYI","Ryerson Holdings",402777400,"Small","Materials","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4705","HVT.A","Haverty Furn Cl A SC",402715600,"Small","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4706","DMRC","Digimarc",402418600,"Small","Technology","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"4707","CNBKA","Century Bancorp",402091600,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.47
"4708","TIGR","Up Fintech Holding",401779800,"Small","Financial",NA,"StrongBuy",1,"ModerateSell",0.3148,"Neutral",0.5,"Hold",0.49
"4709","SOHU","Sohu",401699800,"Small","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"4710","WBAI","500.com",401082800,"Small","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4711","RBB","Rbb Bancorp",401020600,"Small","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5976,"Hold",0.5
"4712","PRMW","Primo Water",400197000,"Small","Consumer Goods","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.4517,"Hold",0.43
"4713","IMDXF","Imdex",399698700,"Small","Materials",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4714","PSKRF","Protector Forsikring ASA",399431400,"Small","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4715","CLNE","Clean Energy Fuels",399209800,"Small","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.41
"4716","LGORF","Largo Resources",398931000,"Small","Materials","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"4717","BHB","Bar Harbor Bankshares",398753300,"Small","Financial",NA,"Hold",0.5,"Hold",0.5,"Positive",0.6519,"Hold",0.48
"4718","LMRK","Landmark Infrastructure",398549200,"Small","Financial","Strong Buy","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.44
"4719","XNGIF","Xingda International Holdings",398491600,"Small","Materials",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4720","LOOP","Loop Industries",397746300,"Small","Industrial Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.48
"4721","WTBA","West Bancorporation",397706400,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.572,"Hold",0.5
"4722","RSLBF","RaySearch Laboratories AB",397680500,"Small","Healthcare",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4723","INVVY","Indivior",397519800,"Small","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.51
"4724","UTMD","Utah Medical Products",397477200,"Small","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.4673,"Hold",0.51
"4725","SIGA","SIGA Technologies",397262600,"Small","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4726","TMDX","TransMedics Group",396825000,"Small","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.54
"4727","EGRAF","Energy Resources of Australia",396823300,"Small","Materials",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4728","CRAI","Cra International",396778500,"Small","Services","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.51
"4729","KRNGF","Karoon Energy",396542000,"Small","General",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4730","CSWC","Capital Southwest",396186700,"Small","Financial","Moderate Buy","StrongBuy",1,"ModerateSell",0.3333,"Neutral",0.5,"Hold",0.54
"4731","LEGH","Legacy Housing",396060900,"Small","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"4732","HIMX","Himax Technologies",395935800,"Small","Consumer Goods","Hold","StrongBuy",1,"Hold",0.5,"Neutral",0.5,"Hold",0.52
"4733","ACFFF","Accordia Golf",395683200,"Small","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4734","IIIV","I3 Verticals",395648200,"Small","Technology","Strong Buy","Hold",0.5,NA,NA,"Negative",0.137,"Hold",0.53
"4735","LSTYF","Lifestyle China Group",395401500,"Small","Industrial Goods",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4736","PKOH","Park-Ohio Holdings",395153600,"Small","Industrial Goods","Hold","Hold",0.5,NA,NA,"Neutral",0.5331,"Hold",0.5
"4737","RTTO","Rito Group",395122000,"Small","Industrial Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4738","VNTR","Venator Materials",393224800,"Small","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.7278,"Hold",0.53
"4739","HVT","Haverty",393136400,"Small","Services",NA,"Hold",0.5,"ModerateSell",0.3333,"Negative",0.2255,"Hold",0.47
"4740","CHDGF","COSCO SHIPPING International (Hong Kong) Co",392437800,"Small","Utilities",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4741","DJCO","Daily Journal",392342100,"Small","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.48
"4742","MX","MagnaChip",392055200,"Small","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.4997,"Hold",0.49
"4743","DPLO","Diplomat Pharmacy",391266100,"Small","Services","Hold","Hold",0.5,"StrongSell",0.1538,"Negative",0.0994,"Hold",0.48
"4744","VIVO","Meridian Bioscience",390805600,"Small","Healthcare","Moderate Sell","Hold",0.5,NA,NA,"Positive",0.7142,"Hold",0.5
"4745","POPE","Pope Resources",389576500,"Small","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.48
"4746","NPTN","NeoPhotonics",388743100,"Small","Consumer Goods","Moderate Buy","Hold",0.5,"StrongSell",0,"Negative",0.3881,"ModerateSell",0.38
"4747","JCAP","Jernigan Capital",388702800,"Small","Financial","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.3599,"Hold",0.46
"4748","VRCA","Verrica Pharmaceuticals",388429200,"Small","Healthcare","Moderate Buy","Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.52
"4749","OPTN","Optinose",388375900,"Small","Services","Strong Buy","Hold",0.5,"ModerateSell",0.2857,"Negative",0.1993,"Hold",0.5
"4750","RWGE","Regalwood Global Energy",388125000,"Small","Industrial Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4751","BLU","BELLUS Health",387653000,"Small","Healthcare","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.48
"4752","DX","Dynex Capital",387557900,"Small","Financial","Moderate Buy","Hold",0.5,"Hold",0.4,"Neutral",0.5,"Hold",0.46
"4753","INS","Intelligent Systems",387418900,"Small","Services",NA,"Hold",0.5,NA,NA,"Negative",0.3832,"Hold",0.53
"4754","LTKBF","Logistec",387320400,"Small","Utilities",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4755","GLRE","Greenlight Capital Re",386214200,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4756","MJCO","Majesco",385862400,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4757","SONA","Southern National Bancorp Of Virginia",385219300,"Small","Financial",NA,"Hold",0.5,NA,NA,"Negative",0.3894,"Hold",0.52
"4758","MTL","Mechel Steel Group Oao",385051600,"Small","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4759","OTCM","OTC Markets Group",384418100,"Small","Financial",NA,"StrongBuy",1,"StrongSell",0.16665,NA,NA,"Hold",0.5
"4760","XAN","Exantas Capital",383847200,"Small","Financial",NA,"Hold",0.5,NA,NA,"Positive",0.7713,"Hold",0.52
"4761","TLRA","Telaria",383014500,"Small","Technology","Strong Buy","Hold",0.5,NA,NA,"Negative",0.3834,"Hold",0.52
"4762","MG","Mistras Group",382834600,"Small","Materials","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.55
"4763","ROVVF","Rovio Entertainment Oyj",382777400,"Small","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4764","CPSI","Computer Programs and Systems",381726000,"Small","Technology","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4765","SFBTF","SB Technology",381361000,"Small","Technology",NA,"Hold",0.5,NA,NA,NA,NA,"Hold",0.5
"4766","LE","Lands' End",381318600,"Small","Services",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.4872,"Hold",0.46
"4767","APEI","American Public Education",381259400,"Small","Services","Hold","Hold",0.5,NA,NA,"Neutral",0.4756,"Hold",0.5
"4768","GNTY","Guaranty Bancshares",381132600,"Small","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4769","NPKLY","Nampak",380390100,"Small","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4770","RCUS","Arcus Biosciences",379253900,"Small","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4771","ACAM","Acamar Partners Acquisition",378907300,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4772","GPOR","Gulfport Energy",378510300,"Small","Materials","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.0681,"Hold",0.48
"4773","FOSL","Fossil Group",378364800,"Small","Consumer Goods","Moderate Sell","Hold",0.5,"StrongSell",0.0909,"Positive",0.6499,"Hold",0.52
"4774","CATC","Cambridge Bancorp",377815000,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4775","HCAC","Hennessy Capital Acquisition IV",377814300,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4776","CGEN","Compugen",377312000,"Small","Healthcare",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4777","LGC","Legacy Acquisition",377251200,"Small","Industrial Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4778","CYH","Community Health",377100800,"Small","Services","Hold","Hold",0.5,"StrongSell",0,"Neutral",0.5344,"Hold",0.47
"4779","MOD","Modine",376913700,"Small","Industrial Goods","Hold","Hold",0.5,NA,NA,"Neutral",0.5009,"Hold",0.5
"4780","EBTC","Enterprise Bancorp",376812200,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4781","MEDIF","MediPharm Labs",376213900,"Small","Healthcare","Strong Buy","Hold",0.5,NA,NA,NA,NA,"Hold",0.49
"4782","REPH","Recro Pharma",375959200,"Small","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.56
"4783","TBIIF","Tobii AB",375915400,"Small","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4784","CESDF","CES Energy Solutions",375891900,"Small","Consumer Goods","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4785","CNND","Canandaigua National",375837600,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4786","CVONF","Carnarvon Petroleum",375451200,"Small","General",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4787","RIGL","Rigel",375448600,"Small","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4788","VRA","Vera Bradley",375238600,"Small","Consumer Goods","Hold","Hold",0.5,"Hold",0.5,"Neutral",0.4298,"Hold",0.5
"4789","MCB","Metropolitan Bank Holding",375148800,"Small","Financial",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.4985,"Hold",0.5
"4790","LXRX","Lexicon Pharmaceuticals",375140200,"Small","Healthcare","Moderate Buy","Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.48
"4791","CLAR","Clarus",374678400,"Small","Consumer Goods","Moderate Buy","Hold",0.5,"Hold",0.5,"Neutral",0.4728,"Hold",0.47
"4792","GTE","Gran Tierra Energy",374321600,"Small","Materials","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.51
"4793","RST","Rosetta Stone",373892400,"Small","Services","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.4004,"Hold",0.5
"4794","CPADF","COOKPAD",373839000,"Small","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4795","RM","Regional Management",373165000,"Small","Financial","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4796","ACTT","Act II Global Acquisition",373125000,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4797","CPPSF","Cassiopea SpA",372500000,"Small","Healthcare","Moderate Buy","Hold",0.5,NA,NA,NA,NA,NA,NA
"4798","PXPEF","PXP Energy",372400000,"Small","General",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4799","JMXXF","Jupiter Mines",372208100,"Small","Materials",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4800","MHIVF","Invesque",370525300,"Small","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4801","CWPWF","Concord New Energy Group",370514300,"Small","Industrial Goods",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4802","ALRS","Alerus Financial",370304300,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4803","MPAA","Motorcar Parts Of America",369870600,"Small","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.7034,"Hold",0.5
"4804","NODK","NI Holdings",369870300,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4805","PBYI","Puma Biotechnology",369739900,"Small","Healthcare","Moderate Sell","Hold",0.5,NA,NA,"Neutral",0.525,"Hold",0.56
"4806","GRAM","Grana y Montero SAA",369694100,"Small","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4807","GRAF","Graf Industrial",369307500,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4808","OSBC","Old Second Bancorp",369302100,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4809","RRBI","Red River Bancshares",368953000,"Small","Financial","Hold","StrongBuy",1,"Hold",0.5,"Neutral",0.5,"Hold",0.49
"4810","NNBR","NN",368668200,"Small","Industrial Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.4,"Hold",0.5
"4811","BWB","Bridgewater Bancshares",367821200,"Small","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"4812","CFFA","CF Finance Acquisition",366410500,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4813","PSLKF","Phoslock Environmental Technologies",366322900,"Small","Materials",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4814","ANAB","AnaptysBio",366030900,"Small","Healthcare","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.59
"4815","EGLE","Eagle Bulk Shipping",365501200,"Small","Services","Strong Buy","Hold",0.5,"Hold",0.5,"Neutral",0.5,"Hold",0.49
"4816","PVAC","Penn Virginia",365220400,"Small","Materials","Moderate Buy","Hold",0.5,NA,NA,"Negative",0.2716,"Hold",0.49
"4817","MCBS","MetroCity Bankshares",365079000,"Small","Financial","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4818","HCI","HCI Group",364982900,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.48
"4819","OPY","Oppenheimer Holdings",364899500,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"4820","MCBC","Macatawa Bank",364793300,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4821","AHCO","AdaptHealth",364682800,"Small","Financial",NA,"Hold",0.5,NA,NA,"Negative",0.2286,"Hold",0.5
"4822","TGLS","Tecnoglass",364607200,"Small","Industrial Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.51
"4823","VLGEA","Village Super Market",364198300,"Small","Services",NA,"Hold",0.5,NA,NA,"Negative",0.1977,"Hold",0.5
"4824","SRLP","Sprague Resources",363968000,"Small","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.46
"4825","NNRRF","NRC Group ASA",363845200,"Small","Industrial Goods",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4826","PFIS","Peoples Financial Services",362898600,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4827","SLCA","US Silica Holdings",362690200,"Small","Materials","Hold","StrongSell",0,"StrongSell",0.1818,"Negative",0.2988,"Hold",0.48
"4828","MCCLF","Macromill",362586600,"Small","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4829","SENEA","Seneca Foods",362535200,"Small","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.4814,"Hold",0.45
"4830","HYPPF","Hypebeast",362127700,"Small","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4831","FFXXF","Fairfax Africa Holdings",361675800,"Small","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4832","GSS","Golden Star Resources",361601000,"Small","Materials","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.48
"4833","JCP","JC Penney",361600000,"Small","Services","Hold","Hold",0.5,"ModerateSell",0.37835,"Neutral",0.4866,"Hold",0.55
"4834","CLW","Clearwater Paper",361535200,"Small","Consumer Goods","Hold","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4835","PCSB","PCSB Financial",361386000,"Small","Financial",NA,"Hold",0.5,NA,NA,"Negative",0.2886,"Hold",0.5
"4836","AMAG","Amag Pharmaceuticals",361205400,"Small","Healthcare","Moderate Buy","Hold",0.5,"Hold",0.4444,"Negative",0.3161,"Hold",0.43
"4837","CIA","Citizens",360545400,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4838","EVI","EVI Industries",360420300,"Small","Industrial Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.51
"4839","CZNC","Citizens & Northern",360388900,"Small","Financial",NA,"StrongSell",0,"Hold",0.5,"Neutral",0.5,"Hold",0.5
"4840","BCEI","Bonanza Creek",360287100,"Small","Materials","Moderate Buy","Hold",0.5,"Hold",0.5,"Positive",0.8945,"Hold",0.5
"4841","PLPC","Preformed Line Products Company",360075200,"Small","Industrial Goods",NA,"StrongBuy",1,"Hold",0.5,"Neutral",0.5767,"Hold",0.5
"4842","DBIN","Dacotah Banks",359051200,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4843","HZO","Marinemax",358572000,"Small","Services","Moderate Buy","Hold",0.5,"Hold",0.4,"Positive",0.6641,"Hold",0.5
"4844","ORC","Orchid Island Capital",358169400,"Small","Financial",NA,"Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.5
"4845","RFP","Resolute Forest",358068100,"Small","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5919,"Hold",0.5
"4846","CAMP","Calamp Crop",357921900,"Small","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.52
"4847","BGPBF","BTS Group AB",357900500,"Small","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4848","HBCP","Home Bancorp",357868100,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4849","IMMVF","Immunovia AB",356736400,"Small","Healthcare",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4850","ELMFF","ELMO Software",355920800,"Small","Technology",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4851","LCI","Lannett",355754700,"Small","Healthcare","Hold","Hold",0.5,NA,NA,"Positive",0.6978,"Hold",0.49
"4852","LICT","LICT",354480000,"Small","Services",NA,"Hold",0.5,"Hold",0.5,"Neutral",0.5,NA,NA
"4853","PDLI","PDL BioPharma",353973500,"Small","Healthcare","Hold","Hold",0.5,NA,NA,"Positive",0.7749,"Hold",0.46
"4854","RRGB","Red Robin Gourmet",352873800,"Small","Services","Moderate Buy","Hold",0.5,NA,NA,"Positive",0.6956,"Hold",0.52
"4855","RRTS","Roadrunner Transp",351576300,"Small","Services",NA,"Hold",0.5,"ModerateSell",0.3333,"Neutral",0.5,"Hold",0.46
"4856","TAST","Carrols Restaurant Group",351426200,"Small","Services","Strong Buy","Hold",0.5,NA,NA,"Positive",0.754,"Hold",0.5
"4857","WLFC","Willis Lease Finance",350940000,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4858","LMNR","Limoneira Co",350927900,"Small","Consumer Goods","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4859","XNET","Xunlei",350640800,"Small","Technology",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4860","NTP","Nam Tai Electronics",350229800,"Small","Consumer Goods",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4861","BH","Biglari Holdings",350131200,"Small","Services",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.54
"4862","AVACF","Avance Gas Holding",349954000,"Small","Utilities","Moderate Buy","Hold",0.5,NA,NA,NA,NA,"Hold",0.5
"4863","VPTOF","Senex Energy",349456800,"Small","General",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4864","IREHF","Integrated Research",348877800,"Small","Technology",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4865","CBMG","Cellular Biomedicine Group",348214900,"Small","Healthcare","Moderate Buy","StrongBuy",1,"Hold",0.5,"Neutral",0.5,"Hold",0.52
"4866","ANH","Anworth Mortgage",347937900,"Small","Financial","Moderate Sell","Hold",0.5,NA,NA,"Positive",0.6655,"Hold",0.45
"4867","CINR","Ciner Resources",347740800,"Small","Materials",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.46
"4868","RDBBF","Redbubble",347492700,"Small","Services",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4869","OSMT","Osmotica Pharmaceuticals",347126000,"Small","Healthcare",NA,"Hold",0.5,"StrongSell",0,"Neutral",0.5,"Hold",0.53
"4870","MEET","The Meet Group",347073500,"Small","Technology","Strong Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.42
"4871","YIN","Yintech Investment Holdings",347010700,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4872","SBBSF","Sabana Shari'ah Compliant Industrial REIT",346989900,"Small","Financial",NA,"Hold",0.5,NA,NA,NA,NA,NA,NA
"4873","BCOV","Brightcove",346880900,"Small","Technology","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.55
"4874","DPHC","DiamondPeak Holdings",346850000,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,NA,NA
"4875","BLFS","BioLife Solutions",346497200,"Small","Healthcare","Strong Buy","Hold",0.5,NA,NA,"Positive",0.7132,"Hold",0.5
"4876","BYSI","Beyondspring",346309200,"Small","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4877","DRRX","Durect",345826800,"Small","Healthcare","Moderate Buy","Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.54
"4878","HALL","Hallmark Financial Services",345605600,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.49
"4879","HONE","HarborOne Bancorp",345599500,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4880","ARTNA","Artesian Resources",345402000,"Small","Utilities",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4881","PBFS","Pioneer Bancorp",344987800,"Small","Financial",NA,"Hold",0.5,NA,NA,"Neutral",0.5,"Hold",0.5
"4882","UFPT","Ufp Technologies",344705000,"Small","Consumer Goods",NA,"StrongBuy",1,"Hold",0.5,"Neutral",0.5,"Hold",0.48
